2718.9714908558835,2844.597084352758,2923.282738758628,2850.5190403465663,3021.3817150540754,2974.4080992916142,2984.2078201597546
2750.4292730238517,2883.110857039088,2787.243556837788,2913.9620001261915,2917.6664370532894,2972.1757721934014,2915.1429009538324
2940.2886174634154,2890.7795603427394,2974.2225788941605,2948.378305595252,2961.4139880300686,3060.9444765952503,3071.937726955833
3029.7503711240015,2753.5308753411923,2841.7462241832773,2888.816746094628,2818.022182632281,2901.5926872962373,2950.489916273633
2765.6446328063,2785.7698612238587,2927.868148002745,2967.5465481125902,2934.1761556137158,2882.078108455578,2943.161647062645
2702.9923213012144,2907.8182669354624,2836.1919704247202,2933.940204205434,2854.5131266234357,3053.644176329105,2993.1889018645716
2762.7964675827434,2903.8591196694974,2885.45046118202,2974.5958431908584,2943.782823827175,2925.190501300584,3023.3259272496507
2700.3714735090934,2865.058264319629,2954.751079133366,2901.9286006954603,3031.854343805327,2845.866640237175,3004.676819503126
2761.9179431536454,2837.7950163796118,2904.6402029501037,2965.8477712025688,2961.1295861377353,2996.671354940018,2953.2571196816666
2923.029679262643,2789.939065298217,2891.013188746302,2896.3508770090943,2984.8809565494253,2965.3005531202207,3002.5764029738234
2764.7348141507964,2906.683590279748,2931.5446130007913,2939.3860278828297,3048.1104627966515,2949.693645861291,3060.05652504549
2797.746445851562,2741.6459457664855,2867.857467670751,2962.506685385837,3021.3266417292884,2872.8095600591496,2887.6108530770625
2843.0098169344074,2995.609255561698,2851.3011738340306,3017.8601498066287,2898.3247436827987,2866.018257143254,2849.1619896306083
2738.0306477958384,2721.6579145032238,2899.3090124613973,3014.389674639192,3034.646803845809,3087.3744819479653,2979.354906749294
2800.671986840567,2783.147008233389,2883.1666322812725,2849.9341469933447,2878.4416125781977,2957.596013508649,2922.538642890561
2961.8975112213843,2738.6429931313864,2895.495598616222,2947.703532229117,2880.6463006882295,2913.201800598153,2986.8449564940765
2800.7428156829333,2748.278572806167,2855.359374353398,2999.7761291353168,2901.3975702262433,2920.8429095741376,2990.6772237877226
2891.0560766727554,2787.9195441728302,2903.0957529907682,3032.554197121974,2929.708752129198,3096.641302683729,3015.3683323316745
2824.613686077548,2904.1058172141807,2796.9263035496338,2991.1092638854534,2955.646546335751,2998.667148432679,2842.3268474930965
2938.9752355667993,2898.2586400502955,2806.0350283147654,2901.4292253974077,2988.6139880242727,3011.4207255713404,2966.619886189592
2736.1143028012457,2741.7190268235645,2915.0459664391296,3027.228241611398,2910.673472073108,2937.838973794127,2978.3459079604113
2949.0951009862474,2816.6910784133274,2873.4264901757774,2930.8791079674397,3019.754201830078,3047.7846630614113,2777.440011467534
2739.1851344898378,2810.5963838276325,2743.9750039498053,2935.559440609526,2961.9098764630467,3064.244660359233,2948.3439587733696
2850.1041267560586,2869.11461828634,2918.6688735743937,3016.3520350756116,2979.10968374626,2936.7196068783187,3013.3446476023005
2839.5668283469104,2752.03345526188,2775.286251755308,3068.3628142853167,2969.3848725410076,3061.6237414318343,3001.4666647146782
2938.984624066419,2824.663588355226,2786.171370829889,2926.563265078479,2911.257149582254,2949.540547579093,2993.9997369589482
2827.4344668959984,2766.502480561924,2898.2696286440923,2878.01013279747,2897.577517800157,2792.792501683595,2867.827793821799
2902.303893356155,2842.1358091877128,2969.134169892021,2926.0222237088965,2947.02097035274,2977.1811740028284,2946.653319313176
2691.353098845197,2771.1773435870937,3068.43909840152,2958.282087008975,3028.1951991568963,3041.675055548763,2957.308277052177
2725.668928158135,2787.64860897333,2893.452239714388,2949.8180785853842,3037.852254368327,2914.0663491315627,2966.5210527307404
2831.6322437976314,2842.7389241837095,2846.416477305194,2872.913396982208,3028.356588472479,3026.301639679708,2997.415022784971
2781.1999544995488,2804.133978457777,2916.634568529861,2961.3636313098245,2910.704487859034,2926.9975395645765,2891.3989895789437
2810.479815238053,3006.5745353071275,2840.5443088172774,2940.4070840500444,2945.3632962417846,2843.614761769897,2860.3346561796484
