3077.56879911724,3499.831614530251,3275.513422455905,3220.6281083245644
3011.454482108242,3134.328174650448,3509.903094651985,3024.250338287036
3189.5051297601567,3495.499131339626,3304.9806288106674,3079.5649859916275
3232.107478158404,3126.390154965741,3281.4904855559184,3256.405226727547
3168.20940717898,3424.4631197517974,3522.4756917208138,3106.5027952435794
3041.668219989234,3198.096834487154,3328.7670319852496,3306.4196782234
3022.6618668258184,3247.5435013248098,3330.6967838067885,3200.9358401137742
3172.867917913825,3088.621214784904,3144.0608759328693,3383.8194596883855
3234.905830474103,3197.7945918564587,3306.726869609108,3096.091736140925
2960.6526509959826,3214.5548148661856,3243.7604709946268,3078.539325756266
3265.5792620411717,3269.848599595869,3299.167136677667,3065.3771921203856
3039.3909656219616,3034.646598561821,3276.3629501221,3358.7917557080627
3275.379636950736,3025.303782664898,3215.0993779508476,3079.0884112462445
3139.270629278964,3118.8939004970607,3560.9678755300347,3351.7921090468003
3210.4504146226,3214.7489890709626,3285.815610623024,3162.429060773605
3256.8277325621484,3303.378562459392,3545.8537162707335,3280.1887633357032
3299.831029004247,3202.873177167367,3247.225968299439,3013.929282995383
3198.042748803596,3460.7806270767246,3470.3978775228384,3199.8126270844173
3062.2362342909773,3371.9569185747887,3334.993901964891,3089.8309732943408
3170.9229123181385,3501.7372409231625,3325.4421826279995,3042.033611696777
3369.9721598562965,3212.3238262285263,3226.5009368764613,3317.2901413820027
3063.48217826295,3519.366072198149,3346.6907680423087,3232.5516299640976
3151.8081621438614,3056.0906407247035,3229.846112214354,3022.8246583404066
3274.634752001121,3221.449402186917,3288.24575904737,3397.9070537050475
3144.047745583576,3205.4857204869018,3427.3636034555457,3003.2644841800116
3127.3822752114074,3230.227606275884,3259.8428002579262,3012.606193687614
2934.8911114074444,3285.9276057138786,3570.1749717708626,3377.242222470303
3031.508706924751,3242.96359973026,3498.7519349440745,3202.0791741749076
3002.8454146694617,3258.6300797056692,3230.3919106474705,3321.807241373547
3106.2395976425146,3262.6224871001045,3588.577927242238,3174.858802347416
3092.2068400376734,3165.0304314899436,3591.8557478760895,3042.9830413614363
3092.53688112726,3220.329948121533,3552.748076745597,2981.6019465930053
3136.8384487775606,3404.8300791437027,3368.954301764476,3158.5810521650874
3052.6702689642993,3442.9562227068864,3340.632251563805,2967.710083521118
3157.641545511913,3449.62149839857,3389.176565714609,3020.566643700088
3184.1220032768074,3130.3522050997576,3546.6743200107007,3075.836426130296
2977.475976844907,3533.604625900851,3364.0120096352093,3077.062540352738
3052.3203145436405,3140.2441686373218,3235.6403221254723,3117.4453086955177
3000.4861615500545,3171.211130348402,3299.928653858684,3122.7309394753406
3072.4468324019,3151.349882405736,3627.522077028665,3074.2007398494356
3085.486471668715,3181.678191475154,3263.5655552196954,3341.5540379931012
3237.982898382786,3234.3893133033257,3268.49315086148,3369.4016340339595
3369.0560773089815,3161.174450680604,3284.115894251772,3327.3421718317213
3262.2748255105907,3199.0136494332387,3468.230997821209,3307.140401677704
3142.6351782593865,3332.598928596424,3275.7982859752087,3319.9847770504603
3014.5503935703728,3467.859220339379,3304.8558747087536,2935.6261844740197
3122.106241532327,3592.1725845639085,3332.714642965329,3242.3843851921815
3020.0942761477904,3163.572587603457,3298.0615493257615,3415.094374205092
3169.868682134496,3159.5463327384123,3542.7990799332665,3100.547150852333
3075.170454916228,3244.7979702475814,3311.2574137363686,3186.0348582344245
3336.0664344463057,3050.305647559242,3248.8145666335217,3343.175688877667
3120.6093373614526,3236.979427228839,3389.3422149471303,3082.5888478407073
3285.7364898229966,3399.010842643379,3351.162287441426,3033.9461298890114
3092.966180643655,3284.7468782051396,3572.03458416522,3165.3577555845723
3104.101083144417,3466.232287083269,3209.951856268255,3329.6293451084125
3014.666841186154,3158.317949325431,3092.0744044664452,3274.7932985009684
3093.787201956002,3194.13419485603,3322.4807006191368,2920.4753545460794
3172.0714059517654,3236.52962322596,3178.9168914819215,3161.5083413558127
3048.9896422018246,3334.463805107509,3480.8030008593937,3122.536897195761
3223.6536595760463,3615.9613677349,3174.9823483130963,3121.518527411322
3058.5920898429026,3142.1578368511787,3230.9488249775395,3474.3548919026007
3146.331916911609,3252.277226158754,3224.3559186020934,3178.1382540686354
3132.2812236496075,3108.7970666464403,3201.389765188831,3084.3897376560844
3217.3043674487203,3020.7774857176855,3314.9094565624446,3150.187951621273
3122.6367694663827,3168.557360933356,3212.793924497373,3041.6209039227583
3125.389887087619,3509.5183213495707,3537.6871033521884,3118.0995330335854
2922.7704500054097,3083.9930217042834,3272.5779788968753,3120.760017284759
3063.727421564018,3099.587727637574,3562.409306364061,3172.7934714190797
